Unnamed: 0,MMSI,type,length,beam,range,bearing,timestamp,lat,long,"lat, ","lon,",length
AIS,574111148,0,0,0,38379.7,0.959785,61840160,0.364841,1.86893,20.90384949,107.0818012,0
AIS,574111165,0,0,0,7740000.0,6.26526,61659804,1.58825,3.15905,91.00002181,181.0002323,0
AIS,574111214,60,56,11,35139.6,1.09664,61927483,0.363904,1.8689,20.85016335,107.0800823,56
AIS,574111285,0,0,0,17651.1,6.01498,62276412,0.364061,1.86287,20.85915879,106.7345888,0
AIS,574111388,60,0,0,31907.8,0.745888,62297113,0.365066,1.86729,20.91674104,106.9878361,0
AIS,574111524,65,86,13,40498.8,0.819393,62320587,0.365725,1.86863,20.95449896,107.0646125,86
AIS,574111911,37,26,6,29210.2,1.47177,61717209,0.361839,1.86853,20.73184756,107.0588829,26
AIS,574112023,30,26,6,25002.1,2.4475,62136104,0.358372,1.86633,20.5332031,106.9328322,26
AIS,574112159,60,10,2,16139.7,0.698952,62035065,0.363329,1.8654,20.81721827,106.8795471,10
AIS,574112198,60,38,8,32110.4,0.706337,62078820,0.365222,1.86715,20.92567919,106.9798147,38
AIS,574112372,0,0,0,29352.1,1.47231,61981903,0.361839,1.86855,20.73184756,107.0600288,0
AIS,574112492,0,0,0,31824.1,0.710194,62282420,0.365175,1.86714,20.92298628,106.9792418,0
AIS,574112568,0,0,0,39573.8,0.809802,62303818,0.36567,1.86847,20.95134769,107.0554451,0
AIS,574112659,60,37,9,39488.4,0.863437,62282470,0.365413,1.8687,20.93662268,107.0686232,37
AIS,574112684,30,26,6,32196.0,3.52747,62204687,0.356707,1.86162,20.43780562,106.6629691,26
AIS,574112776,40,25,6,16984.6,0.787688,62007634,0.36327,1.86567,20.81383782,106.895017,25
AIS,574112845,60,31,7,32431.8,0.707242,62230020,0.365257,1.86719,20.92768454,106.9821065,31
AIS,574122296,200,10,6,19790.5,2.2979,62226288,0.359324,1.86613,20.58774868,106.921373,10
AIS,574123561,200,10,6,26757.1,2.19509,62105454,0.358933,1.86729,20.56534603,106.9878361,10
AIS,574126291,70,60,9,38822.5,1.76923,62292142,0.360182,1.87004,20.63690846,107.1453995,60
AIS,574128079,0,56,8,7740000.0,6.26526,61976714,1.58825,3.15905,91.00002181,181.0002323,56
AIS,574128081,55,0,0,7740000.0,6.26526,62313752,1.58825,3.15905,91.00002181,181.0002323,0
AIS,574128295,35,47,8,16022.2,6.13643,62299274,0.363878,1.86326,20.84867366,106.7569341,47
AIS,574173382,30,27,7,43496.7,3.65885,61822678,0.355454,1.86005,20.36601401,106.5730147,27
AIS,574181173,30,18,4,33539.0,3.53244,62305944,0.356522,1.86151,20.4272059,106.6566665,18
AIS,574182058,30,26,6,3647.52,0.964284,62270269,0.361716,1.86416,20.72480018,106.8085003,26
AIS,574191919,52,28,13,24782.8,5.63277,62313808,0.364484,1.86113,20.8833949,106.6348941,28
AIS,574197836,0,0,0,30066.1,2.34534,61591129,0.358087,1.86725,20.5168738,106.9855443,0
AIS,574201064,30,38,6,29743.8,1.61466,62300070,0.361181,1.86864,20.69414694,107.0651854,38
AIS,574212312,0,0,0,28749.0,2.94498,61594356,0.356964,1.86459,20.45253064,106.8331375,0
AIS,574222258,30,24,7,15129.8,6.2372,62320979,0.363762,1.86354,20.84202735,106.772977,24
AIS,574225252,30,26,6,37802.3,3.0057,62312204,0.355511,1.86451,20.36927987,106.8285539,26
AIS,574252548,200,10,6,4508.55,4.72291,61745156,0.361397,1.8629,20.70652283,106.7363077,10
AIS,574263000,0,0,0,18896.4,5.95499,62312524,0.364197,1.86263,20.86695101,106.7208378,0
AIS,574321127,0,0,0,35772.0,2.26497,61884985,0.357794,1.86826,20.50008614,107.043413,0
AIS,574321485,0,0,0,1923.99,0.608404,62262332,0.361638,1.86384,20.72033111,106.7901657,0
AIS,574356000,70,125,18,27215.3,6.17319,62299386,0.365636,1.86315,20.94939964,106.7506316,125
AIS,574373000,0,0,0,37175.9,5.55632,62318472,0.365747,1.8595,20.95575947,106.541502,0
AIS,574383000,82,129,20,38145.7,1.59068,61976558,0.361264,1.87005,20.69890249,107.1459725,129
AIS,574395000,80,0,0,12536.9,2.35014,62320017,0.360006,1.86515,20.6268244,106.8652232,0
AIS,574400199,0,0,0,18735.4,0.838673,61815671,0.363355,1.86599,20.81870796,106.9133516,0
AIS,574400202,30,27,10,17087.4,0.791248,62292143,0.363274,1.86569,20.81406701,106.8961629,27
AIS,574400554,70,72,12,14277.0,0.557445,62303221,0.363291,1.86492,20.81504104,106.8520451,72
AIS,574400613,70,69,12,24265.5,0.727203,62308253,0.364234,1.86636,20.86907096,106.9345511,69
AIS,574401022,70,71,15,17847.5,0.873539,61980811,0.363188,1.86595,20.80913957,106.9110598,71
AIS,574401023,70,76,15,17784.0,0.877822,61694267,0.363172,1.86595,20.80822284,106.9110598,76
AIS,574401033,70,99,16,21443.8,1.6089,62318245,0.361259,1.86725,20.69861601,106.9855443,99
AIS,574401177,33,51,8,14982.7,6.26618,62295504,0.363741,1.86361,20.84082414,106.7769877,51
AIS,574401592,70,74,14,15010.3,0.525432,62169944,0.363428,1.86492,20.82289056,106.8520451,74
AIS,574401593,70,74,14,17019.0,6.04388,62003254,0.363985,1.86297,20.85480431,106.7403184,74
AIS,574401641,0,0,0,27381.4,5.65482,62319350,0.364865,1.86095,20.90522459,106.6245809,0
AIS,574401734,70,72,11,14284.1,0.0652464,62181397,0.363627,1.86381,20.83429242,106.7884468,72
AIS,574401782,70,66,11,17628.3,0.724532,62301435,0.363461,1.86561,20.82478132,106.8915792,66
AIS,574401811,70,71,12,32693.1,6.15896,61992578,0.366482,1.86297,20.99787187,106.7403184,71
AIS,574401846,0,0,0,20291.7,5.82791,61776227,0.36425,1.86215,20.86998769,106.6933358,0
AIS,574401862,0,0,0,21618.4,5.74122,62260305,0.364296,1.86178,20.87262329,106.6721364,0
AIS,574402092,0,0,0,41695.4,5.6656,62224290,0.366723,1.85959,21.01168015,106.5466586,0
AIS,574402171,70,68,11,20543.1,5.8219,61951470,0.364277,1.86212,20.87153467,106.6916169,68
AIS,574402437,0,0,0,25371.8,5.01633,61882547,0.362579,1.85959,20.77424644,106.5466586,0
AIS,574402555,0,0,0,25605.4,0.72629,61989474,0.364393,1.86651,20.87818098,106.9431454,0
AIS,574402705,0,0,0,17887.3,0.616342,61800858,0.36368,1.86539,20.83732909,106.8789741,0
AIS,574410000,0,0,0,25840.7,2.56901,62314845,0.35798,1.866,20.51074315,106.9139246,0
AIS,574451232,253,10,6,21128.2,2.39157,61638380,0.358962,1.86607,20.56700761,106.9179353,10
AIS,574491000,70,112,18,27978.1,2.10058,62301593,0.359168,1.8677,20.57881054,107.0113274,112
AIS,574512000,80,70,10,39867.9,0.865571,62319963,0.365442,1.86875,20.93828426,107.071488,70
AIS,574513615,0,0,0,24741.7,5.63111,62262795,0.364475,1.86113,20.88287924,106.6348941,0
AIS,574555523,0,30,3,27017.4,2.36941,61696487,0.35835,1.86681,20.53194259,106.9603342,30
AIS,574560104,0,0,0,38792.3,1.80611,61962741,0.359964,1.86998,20.62441798,107.1419618,0
AIS,574560164,30,26,6,13471.6,2.25768,62243721,0.360048,1.8654,20.62923082,106.8795471,26
AIS,574560171,30,45,6,2111.3,0.769081,62307255,0.361628,1.8639,20.71975815,106.7936034,45
AIS,574560343,30,18,4,2617.9,0.820602,62171263,0.36167,1.86397,20.72216458,106.7976141,18
AIS,574560726,30,26,6,3613.54,0.832642,62250844,0.361771,1.8641,20.72795145,106.8050626,26
AIS,574560879,30,26,6,41290.6,3.49618,62241966,0.355311,1.86125,20.35782071,106.6417696,26
AIS,574561234,40,26,6,26989.7,1.55311,61679198,0.361461,1.86818,20.71018976,107.0388294,26
AIS,574561729,35,126,27,35768.8,2.26521,61916956,0.357794,1.86826,20.50008614,107.043413,126
AIS,574562056,30,26,6,38262.3,1.79597,62172863,0.360042,1.86991,20.62888705,107.1379511,26
AIS,574562069,30,17,3,40714.5,3.6321,62283408,0.355751,1.86044,20.38303086,106.59536,17
AIS,574562437,30,26,6,17302.1,2.08554,62233685,0.360052,1.86618,20.62946001,106.9242378,26
AIS,574562829,30,26,6,24713.1,1.39385,62157132,0.36207,1.86774,20.74508289,107.0136192,26
AIS,574563812,37,26,6,30110.5,1.45953,62271629,0.36191,1.86867,20.73591556,107.0669043,26
AIS,574565012,30,26,6,36172.9,1.7248,62293167,0.360513,1.86965,20.65587336,107.1230542,26
AIS,574565173,30,38,7,26114.5,3.61845,62195174,0.357747,1.86164,20.49739323,106.664115,38
AIS,574565382,30,26,6,46209.1,2.96455,62262463,0.35425,1.86501,20.29702989,106.8572017,26
AIS,574565432,30,26,7,38651.1,2.83455,62280881,0.355606,1.86561,20.37472297,106.8915792,26
AIS,574565470,70,26,6,43857.1,2.92013,61971153,0.354674,1.86526,20.3213233,106.8715257,26
AIS,574565733,30,26,6,2140.88,0.760361,62253083,0.361633,1.8639,20.72004463,106.7936034,26
AIS,574565868,0,0,0,22942.0,1.9765,62314638,0.359967,1.86719,20.62458986,106.9821065,0
AIS,574566201,30,26,6,2104.07,0.766304,62289192,0.361628,1.8639,20.71975815,106.7936034,26
AIS,574566202,30,26,6,42380.0,2.74418,62301491,0.355255,1.8664,20.35461215,106.9368429,26
AIS,574567219,30,26,4,48513.3,2.75709,61928546,0.35433,1.8667,20.30161355,106.9540316,26
AIS,574568120,30,26,6,1921.85,0.630983,62305275,0.361633,1.86384,20.72004463,106.7901657,26
AIS,574572000,0,0,0,39849.3,0.873091,62210536,0.365404,1.86878,20.93610702,107.0732068,0
AIS,574700846,253,10,6,3328.34,2.39624,62236146,0.361006,1.86403,20.68412018,106.8010519,10
AIS,574703145,200,10,6,4451.9,4.69895,62029290,0.36138,1.86291,20.7055488,106.7368806,10
AIS,574703151,200,10,6,1909.45,0.524477,62211373,0.361649,1.86381,20.72096137,106.7884468,10
AIS,574703156,200,10,6,1905.76,0.614171,62141357,0.361634,1.86384,20.72010193,106.7901657,10
AIS,574708999,52,25,13,24796.2,5.63214,62307272,0.364485,1.86113,20.8834522,106.6348941,25
AIS,574777729,0,10,3,41730.5,1.73142,62286950,0.360334,1.87056,20.64561742,107.1751933,10
AIS,574778885,0,0,0,40678.0,3.6321,61892190,0.355756,1.86044,20.38331734,106.59536,0
AIS,574801000,70,80,12,26123.2,5.58988,62097885,0.364542,1.86085,20.88671806,106.6188513,80
AIS,574820000,80,118,18,16786.8,6.06438,62316738,0.363962,1.86304,20.8534865,106.7443291,118
AIS,574821389,0,0,0,28919.0,2.63183,62044002,0.357427,1.86602,20.47905858,106.9150705,0
AIS,574888996,30,26,4,40427.2,1.77825,61951395,0.360076,1.87029,20.6308351,107.1597235,26
AIS,574889665,200,10,6,30574.8,2.9837,61753915,0.35665,1.86446,20.43453976,106.8256891,10
AIS,574891326,0,0,0,21291.2,5.92358,62062997,0.364518,1.86239,20.88534296,106.7070868,0
AIS,574899899,52,0,0,24765.8,5.63178,62320497,0.36448,1.86113,20.88316572,106.6348941,0
AIS,574905701,0,0,0,21574.5,2.37795,62193808,0.358943,1.86615,20.56591899,106.9225189,0
AIS,574909000,0,0,0,32256.0,5.66809,62297446,0.365523,1.86052,20.94292521,106.5999437,0
AIS,574912255,0,0,0,34441.2,5.5391,62317822,0.365364,1.85973,20.93381519,106.55468,0
AIS,574912277,30,30,8,34444.2,5.53879,62302313,0.365364,1.85973,20.93381519,106.55468,30
AIS,574912288,0,0,0,34395.5,5.53824,62318419,0.365356,1.85973,20.93335682,106.55468,0
AIS,574937997,0,10,10,2026.81,0.652785,62306062,0.361643,1.86386,20.72061759,106.7913116,10
AIS,574955000,89,106,18,24969.2,3.65984,62283796,0.357985,1.86158,20.51102963,106.6606772,106
AIS,574962000,80,92,16,36279.0,5.55015,61598448,0.365619,1.85957,20.94842561,106.5455127,92
AIS,574983786,0,10,10,2019.7,0.652822,62010890,0.361642,1.86386,20.72056029,106.7913116,10
AIS,620999491,70,86,13,24307.0,5.62838,61727754,0.364415,1.86117,20.87944149,106.637186,86
AIS,636014806,0,0,0,59737.9,1.137,61732964,0.365317,1.87276,20.93112228,107.301244,0
AIS,636021429,0,0,0,23817.0,2.15948,62315721,0.359312,1.86697,20.58706113,106.9695015,0
AIS,636021807,83,115,16,29261.7,1.91387,61991860,0.359841,1.86827,20.6173706,107.043986,115
AIS,636023585,0,0,0,59246.8,1.1473,61745088,0.365198,1.87273,20.92430409,107.2995252,0
AIS,754128076,0,0,0,17205.8,6.03101,62316822,0.364005,1.86293,20.85595022,106.7380265,0
AIS,800123456,30,117,6,2712.71,0.799088,62264401,0.361687,1.86398,20.7231386,106.7981871,117
AIS,941033365,0,0,0,45112.8,1.6257,62303331,0.360992,1.87121,20.68331804,107.2124356,0
AIS,941050180,0,0,0,13472.4,2.25734,62245602,0.360049,1.8654,20.62928812,106.8795471,0
AIS,941050721,0,0,0,43457.8,3.65778,62123933,0.355455,1.86006,20.36607131,106.5735876,0
AIS,941121212,0,0,0,13696.0,2.26468,62127607,0.360014,1.86542,20.62728277,106.880693,0
AIS,941369369,0,0,0,32438.8,2.80373,61661230,0.356585,1.86545,20.43081554,106.8824119,0
AIS,995741774,142,2,2,20403.3,5.91946,61623639,0.364383,1.86243,20.87760803,106.7093786,2
AIS,995741777,139,2,2,19616.6,5.95179,61608412,0.364301,1.86258,20.87290977,106.717973,2
AIS,995741779,139,2,2,19155.8,5.96292,61608545,0.364243,1.86264,20.86958662,106.7214108,2
AIS,995741782,139,2,2,18613.9,5.97712,61649836,0.364176,1.86271,20.8657478,106.7254215,2
AIS,995741787,139,2,2,16870.5,6.07964,61607995,0.363983,1.86308,20.85468971,106.7466209,2
AIS,995741792,142,2,2,15930.7,6.17422,61692125,0.363875,1.86336,20.84850177,106.7626637,2
AIS,995741797,139,2,2,14691.2,0.0626601,61620586,0.363691,1.86381,20.83795935,106.7884468,2
AIS,995741805,139,2,2,14647.7,0.211949,61623492,0.363637,1.86417,20.83486537,106.8090733,2
AIS,995741820,141,2,2,13721.0,0.538082,62187731,0.363239,1.86483,20.81206165,106.8468885,2
AIS,995741825,142,2,2,14807.2,0.580475,61607520,0.363333,1.86502,20.81744746,106.8577747,2
AIS,995741828,141,2,2,15292.8,0.643845,61599332,0.363309,1.86519,20.81607236,106.867515,2
AIS,995741829,142,2,2,15367.5,0.63181,61588909,0.363336,1.86518,20.81761935,106.866942,2
AIS,995741830,141,2,2,15309.2,0.655036,62250658,0.363295,1.86522,20.81527022,106.8692339,2
AIS,995741834,141,2,2,16078.9,0.701613,61598694,0.363317,1.86539,20.81653073,106.8789741,2
AIS,995741868,147,5,5,18571.3,1.47748,61614320,0.36166,1.86676,20.72159162,106.9574694,5
AIS,995741869,147,5,5,18384.1,1.45999,61770381,0.361707,1.86672,20.72428452,106.9551775,5
AIS,995741870,147,5,5,18200.9,1.44229,61639888,0.361754,1.86668,20.72697742,106.9528857,5
AIS,995741871,147,5,5,18024.7,1.42409,61596720,0.361802,1.86664,20.72972762,106.9505939,5
AIS,995741872,147,5,5,17855.3,1.40553,61590985,0.361849,1.86661,20.73242052,106.948875,5
AIS,995741873,147,5,5,17691.3,1.38643,61639008,0.361897,1.86657,20.73517072,106.9465832,5
AIS,995741876,147,5,5,17189.0,1.32061,61616074,0.362056,1.86645,20.74428075,106.9397077,5
AIS,995741877,147,5,5,17009.5,1.29329,61624266,0.36212,1.8664,20.74794768,106.9368429,5
AIS,995741880,147,5,5,16125.8,1.08146,61588536,0.362579,1.86604,20.77424644,106.9162164,5
AIS,995741960,150,4,4,17534.9,0.888043,61887744,0.363125,1.86594,20.80552994,106.9104868,4
AIS,995741961,151,4,4,17712.5,0.907926,61696566,0.3631,1.866,20.80409754,106.9139246,4
AIS,995741962,152,4,4,16902.7,0.979431,62287575,0.362868,1.86601,20.79080492,106.9144975,4
AIS,995741963,153,4,4,17384.5,0.9508,61890371,0.362974,1.86603,20.79687827,106.9156434,4
AIS,995741964,152,4,4,17003.6,1.05927,62175705,0.362695,1.86614,20.78089275,106.921946,4
AIS,995741966,152,4,4,17457.0,1.19851,62247751,0.362385,1.86638,20.76313106,106.935697,4
AIS,995741967,153,4,4,17696.1,1.19338,62095499,0.362412,1.86641,20.76467804,106.9374158,4
AIS,995741968,152,4,4,18548.3,1.36604,62053784,0.36198,1.8667,20.73992627,106.9540316,4
AIS,995741970,152,4,4,20978.6,1.57597,62150506,0.361371,1.86717,20.70503314,106.9809606,4
AIS,995741972,152,4,4,21985.5,1.6348,62216208,0.361167,1.86733,20.6933448,106.990128,4
AIS,995741981,140,2,1,12944.5,0.524017,61892017,0.363149,1.86474,20.80690503,106.8417319,2
AIS,995741982,138,2,1,12867.7,0.514621,61612639,0.363148,1.86472,20.80684774,106.840586,2
AIS,995741983,140,2,1,12869.1,0.513797,61635542,0.363149,1.86471,20.80690503,106.840013,2
AIS,995741984,138,2,1,12803.1,0.504254,61951505,0.363149,1.86469,20.80690503,106.8388671,2
AIS,995741996,133,10,10,40586.4,1.79917,62251002,0.35994,1.87028,20.62304288,107.1591505,10
AIS,995741998,156,0,0,10563.7,2.03563,61584941,0.360646,1.86524,20.6634937,106.8703798,0
AIS,995746916,142,2,1,15939.3,6.20353,61587953,0.363884,1.86344,20.84901743,106.7672474,2
AIS,995746986,156,0,0,64842.0,2.57109,61584189,0.352818,1.86951,20.21498234,107.1150328,0
